1,0,0.1,1.403348211,0.6796
2,0,-0.49,0.93760237,0.623
3,-10,-0.78,0.703859831,0.5663
4,0,-3.29,0.7208656,0.5097
5,4.42,-4.8,0.281331129,0.4814
6,0,-5.745,0.865921471,0.4814
7,0,-3.005,0.985014473,0.4531
8,0,-2.12,0.954218813,0.4531
9,0,-4.385,0.653103799,0.4248
10,3.15,-6.755,0.653893392,0.3964
11,0,-2.995,1.29467758,0.4531
12,4,0.165,0.967388069,0.4814
13,0,-3.94,0.981397757,0.3964
14,3.67,-1.48,0.70298226,0.6796
15,12.97,2.475,0.64730348,0.7079
16,0,2.265,1.628557836,0.5947
17,0,2.345,1.277342115,0.5663
18,0,2.38,0.506890477,0.5947
19,0,2.42,0.342773488,0.5663
20,0,0.54,0.798873596,0.5097
21,0,-0.575,1.072566363,0.4814
22,0,-0.54,1.000295813,0.4531
23,0,-0.005,0.753515682,0.4248
24,0,-5.945,0.963121331,0.4248
25,1,-6.475,0.557621817,0.4248
26,0,-3.455,0.871313324,0.3681
27,0,-4.705,0.974398617,0.3681
28,0,-3.485,0.811033494,0.3398
29,0,-4.365,0.724607699,0.3398
30,0,-6.775,0.692827664,0.3115
31,0,-7.63,0.587772399,0.3115
32,2.25,-7.925,0.633315303,0.2832
33,0,-7.665,0.664352749,0.2832
34,0,-8.25,0.717895913,0.2832
35,0,-5.49,0.819930085,0.2747
36,0,-5.505,1.026820638,0.2747
37,0,-5.555,0.92666741,0.2718
38,1.51,-5.23,0.840598286,0.2718
39,0,-3.365,1.320190458,0.269
40,0,-3.325,1.318478462,0.2662
41,0,-4.5,1.213447705,0.2633
42,0,-4.41,1.218877681,0.2633
43,0,-3.965,1.219218377,0.2605
44,0,-5.02,1.387356901,0.2577
45,0,-2.41,1.734687511,0.2549
46,0,-0.125,1.615873755,0.2633
47,6.48,-1.92,0.655529562,0.2747
48,0,-5.115,1.289038858,0.2577
49,0,-7.795,0.950022077,0.2407
50,0,-3.625,1.831326134,0.2435
51,0,0.115,2.792018899,0.2407
52,3.61,4.01,2.160035713,0.2407
53,8.02,5.1,1.562430602,0.3398
54,5.06,3.75,0.763524186,0.3681
55,0.99,5.1,1.076344019,0.3398
56,0,3.39,1.67233931,0.3115
57,0,-0.97,1.552437946,0.2775
58,0,-3.905,0.590549883,0.2577
59,0,-4.235,0.814560867,0.2464
60,1.25,-9.53,0.844968293,0.2435
61,0,-10.91,0.579766372,0.2294
62,1.17,-10.965,0.659371739,0.2237
63,0,-7.68,1.149733613,0.2209
64,0,-2.34,2.250170437,0.2322
65,3,2.395,2.055008629,0.2718
66,1.49,2.14,1.881791681,0.2605
67,0,3,1.982218709,0.2605
68,4.27,7.865,2.408940433,0.538
69,6.22,7.69,2.217808371,0.5097
70,0,3.27,2.474579953,0.3964
71,0,2.73,3.092769282,0.3681
72,0,-4.13,1.287897888,0.3115
73,0,-3.61,1.128580843,0.3115
74,20.39,-2.565,0.706307451,0.3398
75,0,0.76,1.261524709,0.3398
76,0,1.39,2.570608699,0.4248
77,0,4.29,2.795305605,0.9061
78,17.29,6.46,2.043231177,1.4725
79,0,3.16,2.602967632,0.9345
80,0,5.945,3.091883807,0.7929
81,15.89,7.29,1.994673263,9.741
82,28.19,5.23,2.376477651,4.1059
83,0,1.12,1.543244981,2.0954
84,0,4.765,2.698462567,1.6141
85,6.64,5.205,0.784654377,1.4442
86,0,3.335,1.605357831,1.1327
87,0,3.005,2.459849562,0.9345
88,0,6.02,3.016075017,0.8212
89,17.82,6.52,1.231646705,1.8972
90,6.06,7.895,0.907534436,1.4158
91,9.61,7.46,1.373402121,2.3786
92,14.55,4.29,1.103372971,2.3786
93,0,8.13,2.785571969,1.784
94,0,8.335,3.773279957,1.4158
95,7.99,10.455,2.883024362,1.5008
96,0,9.785,3.834003335,1.1327
97,0,9.405,3.692708658,0.9628
98,0,10.89,4.338036369,0.8495
99,0,12.475,3.4851471,0.9061
100,38.91,14.2,2.122783373,7.1358
101,9.91,11.67,3.089395454,3.0582
102,0,8.265,3.700552234,2.0388
103,0,11.325,3.714866193,1.6141
104,3.97,10.24,2.80894515,1.3592
105,18.04,9.965,2.178843552,3.5396
106,18.15,9.72,2.092455922,3.5679
107,0,5.645,1.908011691,2.1804
108,0,2.18,2.56911963,1.6424
109,0,7.705,4.265400491,1.3875
110,0,10.78,4.991690972,1.2176
111,0,13.54,5.429933701,1.0477
112,0,14.51,5.583896062,0.9345
113,0,12.665,5.523708517,0.8212
114,0,13.615,5.663118163,0.7646
115,0,13.62,5.114516568,0.7079
116,3.67,13.78,2.768395824,0.6513
117,0,9.615,2.987262999,0.623
118,8.49,9.235,1.141260672,0.8212
119,12.2,9.005,0.36755189,1.1327
120,15.27,10,0.994529982,1.784
121,5,11.06,1.387629068,1.6707
122,6.97,12.01,1.411628403,1.4158
123,0,14.56,4.167417565,1.2176
124,4.48,15.765,4.064916132,1.1044
125,0,17.68,5.646336155,0.9061
126,0,18.265,6.363836331,0.7929
127,0,19.57,6.544591354,0.7362
128,0,16.29,6.318269933,0.6796
129,0,12.175,4.422353001,0.623
130,0,8.145,3.541904599,0.5663
131,0,9.01,4.376263951,0.538
132,2,13.885,4.787756839,0.5663
133,15.99,16.595,2.050717096,1.8689
134,25.72,19.755,2.63099424,2.3786
135,5.04,18.31,3.306751267,1.5857
136,0,11.73,4.169848026,1.1044
137,0,11.655,4.719116928,0.9345
138,0,13.795,4.365843438,0.8212
139,8.47,15,2.50606344,0.8212
140,3.87,17.605,2.068389383,0.7079
141,4,17.875,2.679976882,0.6513
142,15.79,17.695,2.261854276,1.2176
143,9.29,17.79,3.533782268,0.7079
144,0,20.68,6.145759891,0.623
145,0,21.87,5.263314004,0.5947
146,0,20.35,4.862601257,0.5663
147,0,16.595,6.488013525,0.4814
148,0,14.815,5.421915968,0.4531
149,0,16.35,5.480598871,0.4248
150,0,19.15,5.378927644,0.4248
151,0,20.495,4.520507559,0.3964
152,8.37,22.065,2.730275443,0.4248
153,3.49,21.325,4.039428228,0.4248
154,4.28,22.595,2.917050181,0.4531
155,8.59,22.085,2.253592934,0.4814
156,7,19.515,3.866087215,0.3964
157,0,16.505,5.052888793,0.3115
158,0.55,16.87,4.580520877,0.3115
159,5.55,19.25,3.297799004,0.3115
160,14.83,22.2,4.330019347,0.3964
161,8.32,14.56,3.908507466,0.3398
162,7.5,13.5,2.931129075,0.3681
163,0,10.475,4.27387112,0.2832
164,0,12.575,4.621847297,0.2803
165,0,15.35,5.61890367,0.2633
166,0,17.85,6.335855339,0.2464
167,0,20.695,5.799956093,0.2633
168,11.25,18.45,3.823989976,0.3115
169,0,13.46,4.312388752,0.2379
170,0,15.865,5.121692859,0.2322
171,0,17.695,5.179532207,0.2237
172,2.98,18.335,3.536882084,0.2237
173,0,17.135,3.316981501,0.2095
174,0,18.885,5.460071706,0.2039
175,0,20.35,5.943478537,0.1954
176,0,22,5.650465918,0.1954
177,0,22.4,5.412411023,0.1897
178,0,22.48,5.903256418,0.1841
179,0,24.27,5.456415062,0.1841
180,0,23.74,6.172742478,0.1699
181,6.26,24.17,3.340983336,0.1897
182,11.47,22.165,3.066928159,0.2039
183,0,19.04,4.473480193,0.1642
184,0,21.905,4.688246872,0.1642
185,0,23.615,4.05471773,0.2039
186,1.88,21.985,3.95276629,0.218
187,0,23.565,5.211578891,0.1642
188,0.02,22.655,4.614373125,0.1586
189,0,17.925,5.929482153,0.1529
190,8.51,19.55,3.6709768,0.1954
191,8.28,19.405,3.053868197,0.1642
192,0,22.47,5.03532781,0.1529
193,0,22.825,5.555763832,0.1472
194,0,24.025,5.103405727,0.1416
195,0,21.2,5.969724555,0.1416
196,0,21.7,6.236292011,0.1416
197,0,23.84,6.269547465,0.1416
198,0,26.57,5.380844249,0.2633
199,18.48,26.675,4.418962194,0.3681
200,6.5,25.18,3.705144208,0.1699
201,0,24.82,5.071288318,0.1529
202,0,26.62,5.860366792,0.1472
203,0,27.98,6.20320494,0.1472
204,3.77,27.08,4.010189994,0.1416
205,15.02,23.855,2.929723781,0.1642
206,0,21.555,4.271112152,0.1472
207,0,21.67,5.529111452,0.1359
208,0,22.765,5.693065013,0.1359
209,0,24.025,5.174377195,0.1388
210,0,24.055,3.886198209,0.1472
211,8.55,23.57,1.907926156,0.2095
212,0,22.785,4.492040017,0.1529
213,0,22.74,4.962558414,0.1416
214,0,24,4.739470129,0.1416
215,0,24.785,4.489798747,0.1388
216,3.98,24.71,3.566529038,0.1472
217,0,24.875,4.218940824,0.1388
218,0,25.515,4.373277287,0.1303
219,0,26.415,4.696514307,0.1303
220,0,24.98,4.791961691,0.1246
221,0,26.405,5.178288649,0.1246
222,2.17,27.065,4.557709947,0.1303
223,0,25.27,4.963846868,0.2095
224,18.48,25.08,3.061503843,0.2633
225,20.37,24.665,3.092553903,0.2832
226,0,21.245,4.63916355,0.1472
227,0,21.625,4.733372411,0.1416
228,7.28,22.315,2.808100711,0.1472
229,5.27,18.765,2.65555694,0.1359
230,0,18.13,4.087500093,0.1303
231,2.96,18.59,2.805900802,0.1359
232,0,18.77,1.83402309,0.1388
233,0,22.565,4.415600807,0.1359
234,0,22.175,3.633996223,0.1303
235,0,18.985,4.093416896,0.1303
236,0,20.76,3.778469035,0.1303
237,0,22.215,4.941331984,0.1246
238,0,22.9,5.576963999,0.1246
239,0,23.52,5.696562393,0.1246
240,0,23.915,5.480148703,0.1218
241,0,24.575,5.16087317,0.1161
242,0,24.85,5.011503346,0.1133
243,0,25.085,4.800078188,0.1133
244,6.28,24.975,3.498119487,0.1189
245,0,25.15,4.511101282,0.1218
246,0,26.3,4.958110497,0.1274
247,11.75,23.705,4.161306558,0.1416
248,0,21.035,5.068770672,0.1133
249,9.65,22.235,3.404733813,0.1303
250,0,22.465,4.514460382,0.1161
251,0,21.655,4.770534566,0.1104
252,0,19.07,4.751639511,0.1076
253,0,19.83,5.070940339,0.1076
254,4.34,19.785,3.204120673,0.1048
255,0,15.675,4.879081814,0.0991
256,0,18.255,5.503870271,0.0991
257,0,20.9,5.334817186,0.0963
258,0,22.23,4.745631484,0.1048
259,0.71,20.455,3.457449831,0.1048
260,0,14.18,3.091148366,0.1019
261,0,17.575,2.658215859,0.1048
262,6.11,19.91,2.638285063,0.0991
263,0,16.64,4.285627262,0.0963
264,0,18.22,4.582339185,0.0963
265,0,20.255,4.114810619,0.0963
266,0,24.22,3.502292447,0.0963
267,0,23.89,3.583442956,0.0963
268,0,17.055,3.678381723,0.0934
269,5.51,16.52,1.679990148,0.0991
270,4.6,14.775,1.128030207,0.0906
271,0,10.64,3.374464687,0.0906
272,0,12.25,3.561085631,0.0906
273,0,14.69,3.953847176,0.0906
274,0,15.985,3.147598514,0.0906
275,0,15.4,3.69183314,0.0934
276,0,16.6,3.502645244,0.0934
277,5.16,13.7,2.048034959,0.0991
278,7.48,11.515,1.624008694,0.0963
279,0,8.37,2.190486002,0.0934
280,0,7.965,2.614422051,0.0878
281,2,9.45,2.724102472,0.0934
282,0,11.045,3.298128701,0.0963
283,0,13.61,3.755969208,0.1104
284,0,13.12,3.748166792,0.1104
285,1.3,9.515,1.077734607,0.1161
286,0,12.18,2.655223558,0.1104
287,0,7.63,1.29790169,0.1104
288,0,7.19,1.486208864,0.1104
289,0,9.465,2.031831043,0.1161
290,0,12.49,3.257655932,0.1161
291,0,14.795,3.92928164,0.1161
292,0,16.33,3.188783636,0.1218
293,4.52,14.02,1.55022122,0.1218
294,0,11.02,2.565624294,0.1218
295,0,9.6,1.603426392,0.1218
296,0,9.905,2.680705223,0.1218
297,0,6.16,2.564244457,0.1218
298,0,5.5,1.929495458,0.1218
299,12.54,6.55,1.223116294,0.6796
300,41.37,5.875,0.697684001,0.2095
301,0,5.39,0.8829199,0.1416
302,3.06,6.78,0.8632366,0.1303
303,0,5.2,1.283749765,0.1246
304,0,3.365,1.680576923,0.1218
305,0,5,2.113027996,0.1218
306,0,7.435,1.919567274,0.1218
307,0,5.965,1.296277563,0.1218
308,0,3.15,1.802228949,0.1218
309,0,6.145,1.938698393,0.1246
310,0.72,8.095,1.439363266,0.1218
311,0,4.75,1.773323776,0.1218
312,0,7.1,2.030875421,0.1218
313,2.34,10.025,2.053644821,0.1246
314,0,7.12,2.02697711,0.1416
315,8.43,6.315,1.061039537,0.1303
316,0,2.555,0.724465643,0.1246
317,0,2.945,0.715401135,0.1218
318,0,4.37,1.445637964,0.1246
319,0,7.25,2.10266687,0.1246
320,0,8.835,1.631093603,0.1246
321,5.09,2.4,0.618378103,0.1218
322,0,-1.345,0.974082877,0.1303
323,27.87,-2.25,0.274631011,0.1699
324,0,-0.22,0.439955764,0.1416
325,0,-0.54,0.865505926,0.1416
326,0,-0.255,1.300189736,0.1359
327,0,1.76,1.15776943,0.1529
328,0,1.47,1.13121154,0.1472
329,14.98,2.175,0.466177155,0.9628
330,20.1,3.29,0.361943098,0.4531
331,0,1.78,0.913623238,0.1954
332,0,0.735,0.57267587,0.1699
333,5,0.47,0.132985194,0.2633
334,0.05,1.545,0.211259479,0.1954
335,0.39,3.355,0.611988881,0.1529
336,0,5.515,1.46658665,0.1472
337,0,6.305,1.691570995,0.1529
338,7,5.015,1.463648314,0.1897
339,0,-2.385,0.726207796,0.1416
340,0,-2.54,0.881672768,0.1359
341,0,-0.56,1.160959169,0.1359
342,0,3.63,1.412987341,0.1416
343,2.39,9.275,1.291633306,0.1359
344,0,10.98,1.871287602,0.1359
345,6,4.125,0.385525774,0.1472
346,0,-0.465,0.67968249,0.1303
347,0,-1.3,0.412099002,0.1303
348,0,2.74,1.113363888,0.1303
349,0,0.28,1.219496432,0.1218
350,0,-4.945,0.817202418,0.1218
351,6.78,-4.32,0.319505291,0.1246
352,0,-4.21,0.672187036,0.1218
353,0,-3.89,0.876395753,0.1218
354,0,-0.67,1.088497659,0.1246
355,0,-7.69,0.838801055,0.1104
356,0,-10.485,0.370295375,0.1104
357,0,-9.875,0.488303808,0.1104
358,0,-7.455,0.60135708,0.1104
359,0,-2.85,0.70928885,0.1161
360,4.58,-8.275,0.723297926,0.1104
361,0,-13.525,0.220115005,0.1076
362,0,-10.765,0.495607697,0.1076
363,0,-7.2,0.69465036,0.1104
364,0,-1.495,0.258601671,0.1161
365,0,0.47,0.405307607,0.1218